,State,Action,Reward,Reward_Terms,Next_State
1029,"[0.0607996220261285, 0.06261197419513984, 0.09999819999639999, 0.375, 0.6793882418970114, 0.0, 1.0, 1.0, 0.0]",24,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 50000000.0, -0.1057628454003337, -1.0, 1091594.1714254995, 5186551.90524477, 6631443.416368009)","[0.0607996220261285, 0.36743122056041155, 0.005998011996023992, 0.375, 0.6820073897385528, 0.0, 1.0, 0.0, 1.0]"
1030,"[0.0607996220261285, 0.36743122056041155, 0.005998011996023992, 0.375, 0.6820073897385528, 0.0, 1.0, 0.0, 1.0]",74,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 3000000.0, -0.1057628454003337, 1.0, 1091594.1714254995, 5186551.90524477, 6631443.416368009)","[0.44851978461105396, 0.1094754346005462, 0.001938241156482313, 0.375, 0.6430475655956223, 1.0, 0.0, 1.0, 0.0]"
1031,"[0.44851978461105396, 0.1094754346005462, 0.001938241156482313, 0.375, 0.6430475655956223, 1.0, 0.0, 1.0, 0.0]",50,0.36145521288279886,"(674622.160635952, 2194227.8587135216, 970118.64, -0.1057628454003337, -1.0, 8210605.920273498, 5186551.90524477, 6631443.416368009)","[0.44851978461105396, 0.12061336405201278, 0.0031637066874133746, 0.375, 0.7033815069454188, 1.0, 0.0, 1.0, 0.0]"
1032,"[0.44851978461105396, 0.12061336405201278, 0.0031637066874133746, 0.375, 0.7033815069454188, 1.0, 0.0, 1.0, 0.0]",1,0.36145521288279886,"(674622.160635952, 2194227.8587135216, 1582850.18, -0.1057628454003337, -1.0, 8210605.920273498, 5186551.90524477, 6631443.416368009)","[0.44851978461105396, 0.04013306665542642, 0.09999819999639999, 0.375, 0.6790842336654038, 1.0, 0.0, 1.0, 0.0]"
1033,"[0.44851978461105396, 0.04013306665542642, 0.09999819999639999, 0.375, 0.6790842336654038, 1.0, 0.0, 1.0, 0.0]",24,0.36145521288279886,"(674622.160635952, 2194227.8587135216, 50000000.0, -0.1057628454003337, -1.0, 8210605.920273498, 5186551.90524477, 6631443.416368009)","[0.06079052326193555, 0.23369966788306615, 0.001998003996007992, 0.0, 0.6546466488938778, 0.0, 1.0, 1.0, 0.0]"
1034,"[0.06079052326193555, 0.23369966788306615, 0.001998003996007992, 0.0, 0.6546466488938778, 0.0, 1.0, 1.0, 0.0]",39,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 1000000.0, -0.1057628454003337, -1.0, 1091427.1070954998, 5186551.90524477, 6631443.416368009)","[0.44818229784453184, 0.04013306665542642, 0.049998099996199995, 0.5, 0.6753425938917731, 1.0, 0.0, 1.0, 0.0]"
1035,"[0.44818229784453184, 0.04013306665542642, 0.049998099996199995, 0.5, 0.6753425938917731, 1.0, 0.0, 1.0, 0.0]",29,0.3615386882052529,"(674622.160635952, 2194227.8587135216, 25000000.0, -0.1057628454003337, -1.0, 8204409.254513497, 5186551.90524477, 6631443.416368009)","[0.061389612284246026, 0.23356485203269264, 0.07999815999632, 0.375, 0.6652167812543848, 0.0, 1.0, 0.0, 1.0]"
1036,"[0.061389612284246026, 0.23356485203269264, 0.07999815999632, 0.375, 0.6652167812543848, 0.0, 1.0, 0.0, 1.0]",32,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 40000000.0, -0.1057628454003337, 1.0, 1102427.1070954998, 5186551.90524477, 6631443.416368009)","[0.06338838096956095, 0.06260721529893123, 7.8000156000312e-05, 0.375, 0.6728871427903279, 0.0, 1.0, 0.0, 1.0]"
1037,"[0.06338838096956095, 0.06260721529893123, 7.8000156000312e-05, 0.375, 0.6728871427903279, 0.0, 1.0, 0.0, 1.0]",104,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 40000.0, -0.1057628454003337, 1.0, 1139126.9208454995, 5186551.90524477, 6631443.416368009)","[0.06338838096956095, 0.10704465494773718, 0.001598003196006392, 0.375, 0.6730040690332538, 0.0, 1.0, 1.0, 0.0]"
1038,"[0.06338838096956095, 0.10704465494773718, 0.001598003196006392, 0.375, 0.6730040690332538, 0.0, 1.0, 1.0, 0.0]",93,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 800000.0, -0.1057628454003337, -1.0, 1139126.9208454995, 5186551.90524477, 6631443.416368009)","[0.4437975098445524, 0.04014933652756277, 0.02559805119610239, 0.375, 0.6763364669566437, 1.0, 0.0, 1.0, 0.0]"
1039,"[0.4437975098445524, 0.04014933652756277, 0.02559805119610239, 0.375, 0.6763364669566437, 1.0, 0.0, 1.0, 0.0]",35,0.3625934060343714,"(674622.160635952, 2194227.8587135216, 12800000.0, -0.1057628454003337, -1.0, 8123899.236463497, 5186551.90524477, 6631443.416368009)","[0.06334617242480725, 0.1502896921883076, 0.000398000796001592, 0.25, 0.6788503811795519, 0.0, 1.0, 0.0, 1.0]"
1040,"[0.06334617242480725, 0.1502896921883076, 0.000398000796001592, 0.25, 0.6788503811795519, 0.0, 1.0, 0.0, 1.0]",29,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 200000.0, -0.1057628454003337, 1.0, 1138351.9208454995, 5186551.90524477, 6631443.416368009)","[0.44396474749108034, 0.04013306665542642, 0.01999803999607999, 0.25, 0.6719517328469201, 1.0, 0.0, 1.0, 0.0]"
1041,"[0.44396474749108034, 0.04013306665542642, 0.01999803999607999, 0.25, 0.6719517328469201, 1.0, 0.0, 1.0, 0.0]",26,0.3625541948882253,"(674622.160635952, 2194227.8587135216, 10000000.0, -0.1057628454003337, -1.0, 8126969.922193496, 5186551.90524477, 6631443.416368009)","[0.06333576143344787, 0.06260721529893123, 0.004058008116016232, 0.25, 0.6710163229035125, 0.0, 1.0, 0.0, 1.0]"
1042,"[0.06333576143344787, 0.06260721529893123, 0.004058008116016232, 0.25, 0.6710163229035125, 0.0, 1.0, 0.0, 1.0]",104,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 2030000.0, -0.1057628454003337, 1.0, 1138160.7624354996, 5186551.90524477, 6631443.416368009)","[0.442127883838365, 0.016638992638225537, 0.001998003996007992, 0.375, 0.6565174687806931, 1.0, 0.0, 0.0, 1.0]"
1043,"[0.442127883838365, 0.016638992638225537, 0.001998003996007992, 0.375, 0.6565174687806931, 1.0, 0.0, 0.0, 1.0]",24,0.3629804539092007,"(674622.160635952, 2194227.8587135216, 1000000.0, -0.1057628454003337, 1.0, 8093242.880923497, 5186551.90524477, 6631443.416368009)","[0.06333576143344787, 0.1072480454785977, 0.001998003996007992, 0.375, 0.6779851269818998, 0.0, 1.0, 0.0, 1.0]"
1044,"[0.06333576143344787, 0.1072480454785977, 0.001998003996007992, 0.375, 0.6779851269818998, 0.0, 1.0, 0.0, 1.0]",52,0.2407905382136088,"(674622.160635952, 2194227.8587135216, 1000000.0, -0.1057628454003337, 1.0, 1138160.7624354996, 5186551.90524477, 6631443.416368009)","[0.06333576143344787, 0.27260780009431873, 0.011998023996047992, 0.375, 0.6332257611898414, 0.0, 1.0, 1.0, 0.0]"
1045,"[0.06333576143344787, 0.27260780009431873, 0.011998023996047992, 0.375, 0.6332257611898414, 0.0, 1.0, 1.0, 0.0]",34,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 6000000.0, -0.1057628454003337, -1.0, 1138160.7624354996, 5186551.90524477, 6631443.416368009)","[0.443433773024172, 0.05191406194158298, 0.049998099996199995, 0.25, 0.6663392731864739, 1.0, 0.0, 1.0, 0.0]"
1046,"[0.443433773024172, 0.05191406194158298, 0.049998099996199995, 0.25, 0.6663392731864739, 1.0, 0.0, 1.0, 0.0]",29,0.35195887517761637,"(674622.160635952, 2194227.8587135216, 25000000.0, -0.1057628454003337, -1.0, 8117220.587923496, 5186551.90524477, 6631443.416368009)","[0.443433773024172, 0.016802504168239786, 0.000998001996003992, 0.375, 0.6747579626771433, 1.0, 0.0, 0.0, 1.0]"
1047,"[0.443433773024172, 0.016802504168239786, 0.000998001996003992, 0.375, 0.6747579626771433, 1.0, 0.0, 0.0, 1.0]",104,0.36267841082495156,"(674622.160635952, 2194227.8587135216, 500000.0, -0.1057628454003337, 1.0, 8117220.587923496, 5186551.90524477, 6631443.416368009)","[0.06324954091714914, 0.21712524168311947, 0.000278000556001112, 0.0, 0.6832935784107385, 0.0, 1.0, 1.0, 0.0]"
1048,"[0.06324954091714914, 0.21712524168311947, 0.000278000556001112, 0.0, 0.6832935784107385, 0.0, 1.0, 1.0, 0.0]",48,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 140000.0, -0.1057628454003337, -1.0, 1136577.6493354996, 5186551.90524477, 6631443.416368009)","[0.06308619357663915, 0.31293825034487405, 0.014998029996059993, 0.25, 0.6514896403348768, 0.0, 1.0, 0.0, 1.0]"
1049,"[0.06308619357663915, 0.31293825034487405, 0.014998029996059993, 0.25, 0.6514896403348768, 0.0, 1.0, 0.0, 1.0]",26,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 7500000.0, -0.1057628454003337, 1.0, 1133578.3943354995, 5186551.90524477, 6631443.416368009)","[0.06254156719272054, 0.23218722244035558, 0.01999803999607999, 0.25, 0.6770029465413218, 0.0, 1.0, 0.0, 1.0]"
1050,"[0.06254156719272054, 0.23218722244035558, 0.01999803999607999, 0.25, 0.6770029465413218, 0.0, 1.0, 0.0, 1.0]",24,0.2726453800826078,"(674622.160635952, 2194227.8587135216, 10000000.0, -0.1057628454003337, 1.0, 1123578.3943354995, 5186551.90524477, 6631443.416368009)","[0.06147755091379151, 0.36965433647554863, 0.00148000296000592, 0.125, 0.6783826762078481, 0.0, 1.0, 0.0, 1.0]"
1051,"[0.06147755091379151, 0.36965433647554863, 0.00148000296000592, 0.125, 0.6783826762078481, 0.0, 1.0, 0.0, 1.0]",54,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 741000.0, -0.1057628454003337, 1.0, 1104041.766835499, 5186551.90524477, 6631443.416368009)","[0.06147755091379151, 0.3862334049967227, 0.08999817999635999, 0.375, 0.6687245685421636, 0.0, 1.0, 0.0, 1.0]"
1052,"[0.06147755091379151, 0.3862334049967227, 0.08999817999635999, 0.375, 0.6687245685421636, 0.0, 1.0, 0.0, 1.0]",71,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 45000000.0, -0.1057628454003337, 1.0, 1104041.766835499, 5186551.90524477, 6631443.416368009)","[0.06147755091379151, 0.23381261146509988, 0.00019800039600079201, 0.125, 0.6669239044011038, 0.0, 1.0, 0.0, 1.0]"
1053,"[0.06147755091379151, 0.23381261146509988, 0.00019800039600079201, 0.125, 0.6669239044011038, 0.0, 1.0, 0.0, 1.0]",41,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 100000.0, -0.1057628454003337, 1.0, 1104041.766835499, 5186551.90524477, 6631443.416368009)","[0.39260697676521006, 0.039616926744047626, 0.03259806519613039, 0.375, 0.6808965904307563, 1.0, 0.0, 1.0, 0.0]"
1054,"[0.39260697676521006, 0.039616926744047626, 0.03259806519613039, 0.375, 0.6808965904307563, 1.0, 0.0, 1.0, 0.0]",35,0.3708078584001753,"(674622.160635952, 2194227.8587135216, 16300000.0, -0.1057628454003337, -1.0, 7183979.052813499, 5186551.90524477, 6631443.416368009)","[0.06146121212227395, 0.3304994018923965, 0.000598001196002392, 0.375, 0.6649361582713624, 0.0, 1.0, 0.0, 1.0]"
1055,"[0.06146121212227395, 0.3304994018923965, 0.000598001196002392, 0.375, 0.6649361582713624, 0.0, 1.0, 0.0, 1.0]",35,0.23268012781669972,"(674622.160635952, 2194227.8587135216, 300000.0, -0.1057628454003337, 1.0, 1103741.766835499, 5186551.90524477, 6631443.416368009)","[0.39011318929950356, 0.039488997949147016, 0.005998011996023992, 0.125, 0.6805107338291005, 1.0, 0.0, 0.0, 1.0]"
1056,"[0.39011318929950356, 0.039488997949147016, 0.005998011996023992, 0.125, 0.6805107338291005, 1.0, 0.0, 0.0, 1.0]",29,0.24473577262033755,"(674622.160635952, 2194227.8587135216, 3000000.0, -0.1057628454003337, 1.0, 7138190.0947435, 5186551.90524477, 6631443.416368009)","[0.39011318929950356, 0.03939049136221405, 0.004998009996019992, 0.375, 0.6603760347972499, 1.0, 0.0, 0.0, 1.0]"
1057,"[0.39011318929950356, 0.03939049136221405, 0.004998009996019992, 0.375, 0.6603760347972499, 1.0, 0.0, 0.0, 1.0]",26,0.3710151437576202,"(674622.160635952, 2194227.8587135216, 2500000.0, -0.1057628454003337, 1.0, 7138190.0947435, 5186551.90524477, 6631443.416368009)","[0.061538231387131416, 0.1066769015894831, 0.001928003856007712, 0.375, 0.688087554370703, 0.0, 1.0, 0.0, 1.0]"
1058,"[0.061538231387131416, 0.1066769015894831, 0.001928003856007712, 0.375, 0.688087554370703, 0.0, 1.0, 0.0, 1.0]",128,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 965000.0, -0.1057628454003337, 1.0, 1105155.9338154993, 5186551.90524477, 6631443.416368009)","[0.06152461572753345, 0.14989112372604102, 0.049998099996199995, 0.375, 0.6653570927458959, 0.0, 1.0, 0.0, 1.0]"
1059,"[0.06152461572753345, 0.14989112372604102, 0.049998099996199995, 0.375, 0.6653570927458959, 0.0, 1.0, 0.0, 1.0]",32,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 25000000.0, -0.1057628454003337, 1.0, 1104905.9338154993, 5186551.90524477, 6631443.416368009)","[0.06152461572753345, 0.21291960783355182, 0.000298000596001192, 0.125, 0.6852813245404799, 0.0, 1.0, 0.0, 1.0]"
1060,"[0.06152461572753345, 0.21291960783355182, 0.000298000596001192, 0.125, 0.6852813245404799, 0.0, 1.0, 0.0, 1.0]",21,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 150000.0, -0.1057628454003337, 1.0, 1104905.9338154993, 5186551.90524477, 6631443.416368009)","[0.061516446331774666, 0.23325071293293187, 0.000298000596001192, 0.125, 0.6678826995930967, 0.0, 1.0, 0.0, 1.0]"
1061,"[0.061516446331774666, 0.23325071293293187, 0.000298000596001192, 0.125, 0.6678826995930967, 0.0, 1.0, 0.0, 1.0]",15,0.23104547145763307,"(674622.160635952, 2194227.8587135216, 150000.0, -0.1057628454003337, 1.0, 1104755.9338154993, 5186551.90524477, 6631443.416368009)","[0.3842141091967546, 0.12005601850511242, 0.000618001236002472, 0.125, 0.6959449978953276, 1.0, 0.0, 0.0, 1.0]"
1062,"[0.3842141091967546, 0.12005601850511242, 0.000618001236002472, 0.125, 0.6959449978953276, 1.0, 0.0, 0.0, 1.0]",26,0.37143414593277835,"(674622.160635952, 2194227.8587135216, 310000.0, -0.1057628454003337, 1.0, 7029875.8397435, 5186551.90524477, 6631443.416368009)","[0.36234065983255054, 0.16568488864253825, 0.003998007996015992, 0.25, 0.7070296057247089, 1.0, 0.0, 0.0, 1.0]"
1063,"[0.36234065983255054, 0.16568488864253825, 0.003998007996015992, 0.25, 0.7070296057247089, 1.0, 0.0, 0.0, 1.0]",30,0.24120968086978486,"(674622.160635952, 2194227.8587135216, 2000000.0, -0.1057628454003337, 1.0, 6628252.818713499, 5186551.90524477, 6631443.416368009)","[0.35648025333071726, 0.01570046707215474, 0.08963817927635856, 0.375, 0.6750385856601655, 1.0, 0.0, 1.0, 0.0]"
1064,"[0.35648025333071726, 0.01570046707215474, 0.08963817927635856, 0.375, 0.6750385856601655, 1.0, 0.0, 1.0, 0.0]",3,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 44820000.0, -0.1057628454003337, -1.0, 6520648.6578635, 5186551.90524477, 6631443.416368009)","[0.3574274228521229, 0.14357728654699844, 0.01899803799607599, 0.375, 0.687736775641925, 1.0, 0.0, 1.0, 0.0]"
1065,"[0.3574274228521229, 0.14357728654699844, 0.01899803799607599, 0.375, 0.687736775641925, 1.0, 0.0, 1.0, 0.0]",24,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 9500000.0, -0.1057628454003337, -1.0, 6538039.837383499, 5186551.90524477, 6631443.416368009)","[0.35717250679145546, 0.0967448736245779, 0.000398000796001592, 0.125, 0.6624807071699172, 1.0, 0.0, 0.0, 1.0]"
1066,"[0.35717250679145546, 0.0967448736245779, 0.000398000796001592, 0.125, 0.6624807071699172, 1.0, 0.0, 0.0, 1.0]",15,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 200000.0, -0.1057628454003337, 1.0, 6533359.269783499, 5186551.90524477, 6631443.416368009)","[0.05378526489343495, 0.3675459218060922, 0.000538001076002152, 0.0, 0.6704083064402975, 0.0, 1.0, 0.0, 1.0]"
1067,"[0.05378526489343495, 0.3675459218060922, 0.000538001076002152, 0.0, 0.6704083064402975, 0.0, 1.0, 0.0, 1.0]",61,0.23389983294615888,"(674622.160635952, 2194227.8587135216, 270000.0, -0.1057628454003337, 1.0, 962802.0794554992, 5186551.90524477, 6631443.416368009)","[0.054077781545732104, 0.3294313092956724, 0.000798001596003192, 0.375, 0.6777045039988775, 0.0, 1.0, 0.0, 1.0]"
1068,"[0.054077781545732104, 0.3294313092956724, 0.000798001596003192, 0.375, 0.6777045039988775, 0.0, 1.0, 0.0, 1.0]",14,0.23148557124661262,"(674622.160635952, 2194227.8587135216, 400000.0, -0.1057628454003337, 1.0, 968173.0394554992, 5186551.90524477, 6631443.416368009)","[0.36034778915469673, 0.01570046707215474, 0.029998059996119993, 0.125, 0.6755998316262102, 1.0, 0.0, 0.0, 1.0]"
1069,"[0.36034778915469673, 0.01570046707215474, 0.029998059996119993, 0.125, 0.6755998316262102, 1.0, 0.0, 0.0, 1.0]",29,0.30932036249756195,"(674622.160635952, 2194227.8587135216, 15000000.0, -0.1057628454003337, 1.0, 6591661.299523501, 5186551.90524477, 6631443.416368009)","[0.0540778221203977, 0.23290655801737292, 0.000798001596003192, 0.375, 0.6750385856601655, 0.0, 1.0, 0.0, 1.0]"
1070,"[0.0540778221203977, 0.23290655801737292, 0.000798001596003192, 0.375, 0.6750385856601655, 0.0, 1.0, 0.0, 1.0]",16,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 400000.0, -0.1057628454003337, 1.0, 968173.7844554991, 5186551.90524477, 6631443.416368009)","[0.05405603706504096, 0.3675459218060922, 0.000798001596003192, 0.375, 0.6743370282026098, 0.0, 1.0, 0.0, 1.0]"
1071,"[0.05405603706504096, 0.3675459218060922, 0.000798001596003192, 0.375, 0.6743370282026098, 0.0, 1.0, 0.0, 1.0]",20,0.23198854243401798,"(674622.160635952, 2194227.8587135216, 400000.0, -0.1057628454003337, 1.0, 967773.7844554991, 5186551.90524477, 6631443.416368009)","[0.3600668433459004, 0.14197355984057292, 0.009998019996039992, 0.125, 0.6812122912866564, 1.0, 0.0, 1.0, 0.0]"
1072,"[0.3600668433459004, 0.14197355984057292, 0.009998019996039992, 0.125, 0.6812122912866564, 1.0, 0.0, 1.0, 0.0]",84,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 5000000.0, -0.1057628454003337, -1.0, 6586502.794223501, 5186551.90524477, 6631443.416368009)","[0.36002510589752257, 0.039115472553036636, 0.009998019996039992, 0.375, 0.6747579626771433, 1.0, 0.0, 0.0, 1.0]"
1073,"[0.36002510589752257, 0.039115472553036636, 0.009998019996039992, 0.375, 0.6747579626771433, 1.0, 0.0, 0.0, 1.0]",30,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 5000000.0, -0.1057628454003337, 1.0, 6585736.444123503, 5186551.90524477, 6631443.416368009)","[0.358206999992775, 0.01570046707215474, 0.059998119996239996, 0.125, 0.6845797670829241, 1.0, 0.0, 0.0, 1.0]"
1074,"[0.358206999992775, 0.01570046707215474, 0.059998119996239996, 0.125, 0.6845797670829241, 1.0, 0.0, 0.0, 1.0]",42,0.4696424284830199,"(674622.160635952, 2194227.8587135216, 30000000.0, -0.1057628454003337, 1.0, 6552353.817823502, 5186551.90524477, 6631443.416368009)","[0.045570276863757905, 0.12821634962762118, 7.000014000028e-06, 0.375, 0.6771432580328328, 0.0, 1.0, 0.0, 1.0]"
1075,"[0.045570276863757905, 0.12821634962762118, 7.000014000028e-06, 0.375, 0.6771432580328328, 0.0, 1.0, 0.0, 1.0]",137,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 4500.0, -0.1057628454003337, 1.0, 811964.9501454994, 5186551.90524477, 6631443.416368009)","[0.039568991716316684, 0.38403296341845, 0.1999983999968, 0.125, 0.6186333660726814, 0.0, 1.0, 0.0, 1.0]"
1076,"[0.039568991716316684, 0.38403296341845, 0.1999983999968, 0.125, 0.6186333660726814, 0.0, 1.0, 0.0, 1.0]",33,0.8175308331051881,"(674622.160635952, 2194227.8587135216, 100000000.0, -0.1057628454003337, 1.0, 701774.0867455001, 5186551.90524477, 6631443.416368009)","[0.35884991781134945, 0.05072905562930092, 0.002386667973335947, 0.25, 0.7141854917917777, 1.0, 0.0, 1.0, 0.0]"
1077,"[0.35884991781134945, 0.05072905562930092, 0.002386667973335947, 0.25, 0.7141854917917777, 1.0, 0.0, 1.0, 0.0]",35,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 1194331.6, -0.1057628454003337, -1.0, 6564158.567603501, 5186551.90524477, 6631443.416368009)","[0.3577369116817173, 0.16442946484739174, 0.016666522313044628, 0.125, 0.743861372246387, 1.0, 0.0, 0.0, 1.0]"
1078,"[0.3577369116817173, 0.16442946484739174, 0.016666522313044628, 0.125, 0.743861372246387, 1.0, 0.0, 0.0, 1.0]",92,0.3844335588650897,"(674622.160635952, 2194227.8587135216, 8334244.49, -0.1057628454003337, 1.0, 6543722.4271135, 5186551.90524477, 6631443.416368009)","[0.3577369116817173, 0.1646669087151606, 0.005998011996023992, 0.0, 0.7154482952153781, 1.0, 0.0, 0.0, 1.0]"
1079,"[0.3577369116817173, 0.1646669087151606, 0.005998011996023992, 0.0, 0.7154482952153781, 1.0, 0.0, 0.0, 1.0]",102,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 3000000.0, -0.1057628454003337, 1.0, 6543722.4271135, 5186551.90524477, 6631443.416368009)","[0.3576383426804033, 0.16442946484739174, 0.003200737261474523, 0.0, 0.7421074786024976, 1.0, 0.0, 0.0, 1.0]"
1080,"[0.3576383426804033, 0.16442946484739174, 0.003200737261474523, 0.0, 0.7421074786024976, 1.0, 0.0, 0.0, 1.0]",109,0.2659691438566182,"(674622.160635952, 2194227.8587135216, 1601365.43, -0.1057628454003337, 1.0, 6541912.5808735, 5186551.90524477, 6631443.416368009)","[0.04029361443511233, 0.06076351031258108, 0.000298000596001192, 0.375, 0.6755998316262102, 0.0, 1.0, 0.0, 1.0]"
1081,"[0.04029361443511233, 0.06076351031258108, 0.000298000596001192, 0.375, 0.6755998316262102, 0.0, 1.0, 0.0, 1.0]",105,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 150000.0, -0.1057628454003337, 1.0, 715079.0374454999, 5186551.90524477, 6631443.416368009)","[0.04029361443511233, 0.06076351031258108, 4.86000972001944e-05, 0.375, 0.6751788971516768, 0.0, 1.0, 0.0, 1.0]"
1082,"[0.04029361443511233, 0.06076351031258108, 4.86000972001944e-05, 0.375, 0.6751788971516768, 0.0, 1.0, 0.0, 1.0]",104,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 25300.0, -0.1057628454003337, 1.0, 715079.0374454999, 5186551.90524477, 6631443.416368009)","[0.3826460070318281, 0.014658511154473385, 0.1499982999966, 0.125, 0.6751788971516768, 1.0, 0.0, 1.0, 0.0]"
1083,"[0.3826460070318281, 0.014658511154473385, 0.1499982999966, 0.125, 0.6751788971516768, 1.0, 0.0, 1.0, 0.0]",12,0.3715286551329452,"(674622.160635952, 2194227.8587135216, 75000000.0, -0.1057628454003337, -1.0, 7001083.5848835, 5186551.90524477, 6631443.416368009)","[0.04247211997078678, 0.1293519206649185, 0.009998019996039992, 0.0, 0.6712501753893644, 0.0, 1.0, 1.0, 0.0]"
1084,"[0.04247211997078678, 0.1293519206649185, 0.009998019996039992, 0.0, 0.6712501753893644, 0.0, 1.0, 1.0, 0.0]",30,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 5000000.0, -0.1057628454003337, -1.0, 755079.0374454994, 5186551.90524477, 6631443.416368009)","[0.04389522871196613, 0.3108306084455758, 0.002258004516009032, 0.125, 0.6458187175529676, 0.0, 1.0, 1.0, 0.0]"
1085,"[0.04389522871196613, 0.3108306084455758, 0.002258004516009032, 0.125, 0.6458187175529676, 0.0, 1.0, 1.0, 0.0]",0,0.2297838520625567,"(674622.160635952, 2194227.8587135216, 1130000.0, -0.1057628454003337, -1.0, 781209.0374454994, 5186551.90524477, 6631443.416368009)","[0.04389522871196613, 0.23223253211334197, 0.00019800039600079201, 0.125, 0.6475375333239792, 0.0, 1.0, 0.0, 1.0]"
1086,"[0.04389522871196613, 0.23223253211334197, 0.00019800039600079201, 0.125, 0.6475375333239792, 0.0, 1.0, 0.0, 1.0]",143,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 100000.0, -0.1057628454003337, 1.0, 781209.0374454994, 5186551.90524477, 6631443.416368009)","[0.04398291355977703, 0.29167014376955996, 0.00019800039600079201, 0.125, 0.6532903044759366, 0.0, 1.0, 0.0, 1.0]"
1087,"[0.04398291355977703, 0.29167014376955996, 0.00019800039600079201, 0.125, 0.6532903044759366, 0.0, 1.0, 0.0, 1.0]",48,0.23165322830908094,"(674622.160635952, 2194227.8587135216, 100000.0, -0.1057628454003337, 1.0, 782819.0374454994, 5186551.90524477, 6631443.416368009)","[0.04401107489878032, 0.21608474411517278, 0.000498000996001992, 0.5, 0.6705486179318086, 0.0, 1.0, 1.0, 0.0]"
1088,"[0.04401107489878032, 0.21608474411517278, 0.000498000996001992, 0.5, 0.6705486179318086, 0.0, 1.0, 1.0, 0.0]",81,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 250000.0, -0.1057628454003337, -1.0, 783336.1137354997, 5186551.90524477, 6631443.416368009)","[0.04401107489878032, 0.06084192740880511, 0.008198016396032792, 0.375, 0.6840185211168794, 0.0, 1.0, 0.0, 1.0]"
1089,"[0.04401107489878032, 0.06084192740880511, 0.008198016396032792, 0.375, 0.6840185211168794, 0.0, 1.0, 0.0, 1.0]",54,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 4100000.0, -0.1057628454003337, 1.0, 783336.1137354997, 5186551.90524477, 6631443.416368009)","[0.04401107489878032, 0.25193776032899795, 0.005998011996023992, 0.375, 0.6504840746457135, 0.0, 1.0, 1.0, 0.0]"
1090,"[0.04401107489878032, 0.25193776032899795, 0.005998011996023992, 0.375, 0.6504840746457135, 0.0, 1.0, 1.0, 0.0]",50,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 3000000.0, -0.1057628454003337, -1.0, 783336.1137354997, 5186551.90524477, 6631443.416368009)","[0.04401107489878032, 0.08323145032600968, 0.001998003996007992, 0.25, 0.6879472428791918, 0.0, 1.0, 1.0, 0.0]"
1091,"[0.04401107489878032, 0.08323145032600968, 0.001998003996007992, 0.25, 0.6879472428791918, 0.0, 1.0, 1.0, 0.0]",11,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 1000000.0, -0.1057628454003337, -1.0, 783336.1137354997, 5186551.90524477, 6631443.416368009)","[0.04401107489878032, 0.36705873070541256, 0.000944001888003776, 0.25, 0.6819138487442121, 0.0, 1.0, 1.0, 0.0]"
1092,"[0.04401107489878032, 0.36705873070541256, 0.000944001888003776, 0.25, 0.6819138487442121, 0.0, 1.0, 1.0, 0.0]",146,0.3721125766259296,"(674622.160635952, 2194227.8587135216, 473000.0, -0.1057628454003337, -1.0, 783336.1137354997, 5186551.90524477, 6631443.416368009)","[0.3821791110020266, 0.03792618701308424, 0.005998011996023992, 0.0, 0.6819138487442121, 1.0, 0.0, 0.0, 1.0]"
